Student.Id,Campus,Age,Work.Experience,Owns.Car,Height
1251521,BBY,23,3.5,FALSE,174
1253358,BBY,28,7.5,TRUE,177
1254510,BBY,30,3.5,FALSE,185
1254768,BBY,20,0,FALSE,170
1255000,DTC,24,2,FALSE,168
1255826,DTC,22,3.5,FALSE,170
1256498,DTC,31,5.5,FALSE,157
1258962,BBY,24,2.5,FALSE,174
1266447,DTC,25,3,FALSE,191
1268897,DTC,28,3.5,FALSE,203
1269691,DTC,28,2.5,FALSE,180
1270224,BBY,19,0,TRUE,175
1274809,DTC,20,3,FALSE,171
1275516,DTC,17,0,FALSE,162
1284710,BBY,25,0,TRUE,169
1286919,DTC,24,2,TRUE,172
1287127,BBY,18,0.5,FALSE,160
1287820,DTC,20,0,TRUE,161
1288390,DTC,22,1.5,FALSE,165
1288874,BBY,29,6,FALSE,193
1290353,BBY,24,0,FALSE,185
1290665,DTC,28,6,TRUE,166
1290941,BBY,27,2,TRUE,155
1292843,DTC,26,5,TRUE,164
1293403,DTC,24,1.5,TRUE,159
1299259,DTC,22,2.5,TRUE,146
1302509,DTC,27,2,TRUE,174
1304484,DTC,18,2.5,FALSE,139
1308188,BBY,25,3,FALSE,156
1310617,DTC,31,4,TRUE,151
1317618,BBY,27,4.5,FALSE,176
1319387,BBY,29,7,TRUE,204
1319477,BBY,21,0,TRUE,169
1320949,DTC,23,2.5,FALSE,179
1323608,DTC,32,7.5,TRUE,170
1324583,DTC,20,0.5,TRUE,150
1325277,BBY,20,1.5,TRUE,193
1327823,DTC,24,5.5,FALSE,143
1333267,BBY,25,5.5,TRUE,166
1333562,DTC,22,3,FALSE,140
1340647,DTC,21,0.5,TRUE,172
1343408,DTC,17,2.5,FALSE,178
1346041,BBY,25,0.5,FALSE,171
1346720,BBY,22,0,FALSE,190
1346739,BBY,22,0,FALSE,199
1352690,DTC,19,0,FALSE,162
1355415,DTC,22,3.5,FALSE,168
1355439,DTC,24,3,FALSE,183
1357854,BBY,17,0,FALSE,139
1358590,DTC,20,0,TRUE,186
1363467,BBY,26,2.5,FALSE,156
1365227,BBY,20,3.5,TRUE,182
1368509,BBY,22,5.5,TRUE,178
1369661,BBY,25,5,TRUE,165
1371482,BBY,25,2.5,TRUE,157
1373203,BBY,25,4.5,FALSE,152
1375002,DTC,22,0,FALSE,175
1377824,BBY,18,5.5,FALSE,145
1378224,DTC,23,0,TRUE,149
1379020,DTC,28,3.5,FALSE,177
1379643,BBY,27,4.5,FALSE,165
1380162,DTC,24,2,FALSE,202
1381093,BBY,26,0.5,TRUE,176
1385825,DTC,20,0,FALSE,162
1385948,DTC,28,5.5,TRUE,191
1387938,BBY,27,1.5,FALSE,168
1388123,DTC,20,1.5,FALSE,165
1388939,DTC,23,2.5,FALSE,164
1389448,BBY,21,2.5,TRUE,183
1391814,DTC,26,3.5,FALSE,180
1395437,DTC,21,2,FALSE,177
1403660,BBY,19,0,FALSE,151
1404415,DTC,24,4.5,FALSE,170
1408048,DTC,21,0.5,FALSE,161
1408059,BBY,33,7.5,TRUE,156
1408365,BBY,18,0,FALSE,182
1409126,DTC,21,0,TRUE,187
1411833,DTC,21,2,TRUE,171
1412470,DTC,22,1.5,FALSE,179
1412677,DTC,25,2,FALSE,156
1414564,BBY,23,1.5,FALSE,188
1416612,DTC,26,4,FALSE,175
1420892,BBY,23,2.5,FALSE,152
1423409,DTC,23,2,TRUE,134
1424308,BBY,17,0,FALSE,171
1426198,DTC,20,0.5,FALSE,177
1434565,BBY,25,0,FALSE,166
1438107,BBY,23,3.5,TRUE,155
1441197,DTC,21,1.5,FALSE,168
1441205,BBY,19,0.5,FALSE,166
1443441,DTC,22,0,FALSE,201
1450713,BBY,28,4.5,TRUE,149
1451351,BBY,29,2,FALSE,192
1454159,BBY,21,1.5,FALSE,178
1455639,BBY,23,8.5,FALSE,189
1457559,DTC,22,0,TRUE,166
1463562,BBY,22,3,FALSE,177
1464855,DTC,23,2.5,FALSE,135
1466789,DTC,21,3,FALSE,184
1467347,DTC,19,0,FALSE,182
1470015,BBY,22,2.5,FALSE,188
1470021,DTC,24,3,TRUE,164
1471116,DTC,23,2.5,TRUE,164
1471773,DTC,24,0,TRUE,182
1472529,BBY,26,4.5,FALSE,162
1473038,DTC,26,2,FALSE,150
1476212,DTC,22,4.5,TRUE,195
1476916,DTC,23,1.5,TRUE,176
1478117,DTC,23,3,TRUE,185
1478650,BBY,27,2.5,FALSE,188
1479477,BBY,28,1,FALSE,172
1479923,BBY,28,0.5,FALSE,185
1480240,BBY,25,3.5,FALSE,176
1480893,BBY,23,6,FALSE,163
1484337,DTC,19,0,FALSE,176
1484692,DTC,18,0,FALSE,169
1487949,DTC,29,6,FALSE,174
1489869,DTC,24,4.5,FALSE,173
1489898,DTC,27,4.5,FALSE,166
1492347,BBY,28,2.5,FALSE,162
1497527,BBY,27,1,TRUE,172
1498249,BBY,24,0,FALSE,144
1505304,DTC,28,5,TRUE,183
1507391,DTC,22,0,FALSE,189
1509692,BBY,24,1.5,FALSE,165
1514492,BBY,23,0,FALSE,187
1517819,BBY,23,6.5,FALSE,171
1519176,BBY,26,1,TRUE,154
1520135,BBY,25,2,TRUE,169
1522134,BBY,27,3.5,TRUE,195
1522854,DTC,17,2.5,FALSE,158
1523496,BBY,26,3,FALSE,187
1523695,BBY,25,7,TRUE,153
1524708,DTC,22,0,FALSE,174
1524918,BBY,22,3,FALSE,180
1524990,DTC,23,0,FALSE,164
1525233,BBY,22,0,FALSE,185
1525976,BBY,29,5,FALSE,200
1526409,BBY,25,8,FALSE,146
1526507,BBY,19,5.5,FALSE,187
1527938,BBY,22,2,FALSE,179
1528084,DTC,22,0.5,FALSE,204
1528710,DTC,23,3,FALSE,153
1529009,DTC,21,1,TRUE,174
1531622,BBY,19,5,TRUE,188
1532804,BBY,20,0,FALSE,185
1547494,BBY,28,6.5,FALSE,169
1547533,DTC,19,0,FALSE,184
1549058,DTC,24,3.5,FALSE,180
1549647,BBY,27,5,FALSE,185
1553415,DTC,30,3.5,TRUE,154
1553542,BBY,26,7,TRUE,169
1554748,BBY,23,2.5,FALSE,169
1554896,DTC,26,2,TRUE,162
1556835,DTC,21,0,TRUE,184
1557100,DTC,21,2,FALSE,180
1561572,DTC,22,0,FALSE,161
1565516,BBY,24,4.5,TRUE,182
1569063,BBY,23,1.5,TRUE,141
1569709,BBY,23,1.5,FALSE,181
1569923,BBY,28,6,FALSE,168
1572002,DTC,22,0.5,FALSE,176
1572077,DTC,23,3.5,FALSE,149
1572614,BBY,26,5.5,TRUE,182
1576588,BBY,20,3,FALSE,171
1581298,BBY,26,2.5,FALSE,178
1581874,BBY,21,0,TRUE,180
1584664,DTC,20,1.5,TRUE,173
1584917,BBY,27,7.5,FALSE,186
1586059,BBY,26,4,TRUE,173
1588227,BBY,25,2,TRUE,168
1590144,DTC,25,6.5,TRUE,174
1593368,BBY,25,2.5,TRUE,164
1594802,BBY,24,0,TRUE,160
1595957,BBY,17,2,FALSE,166
1598410,DTC,25,2.5,FALSE,136
1600872,BBY,21,1.5,TRUE,163
1601309,BBY,34,9,TRUE,171
1605046,BBY,29,6.5,FALSE,166
1605323,DTC,21,0.5,TRUE,192
1605509,BBY,30,1,FALSE,170
1606648,BBY,28,4.5,FALSE,161
1608335,BBY,32,8.5,FALSE,187
1608476,DTC,24,3,FALSE,192
1609213,DTC,21,2.5,FALSE,138
1610286,DTC,23,2,TRUE,152
1610590,DTC,26,3.5,TRUE,161
1611361,DTC,24,3.5,TRUE,166
1612275,DTC,22,0,FALSE,182
1612921,DTC,20,0,TRUE,161
1616061,BBY,30,0.5,FALSE,154
1616071,DTC,23,1.5,FALSE,158
1617371,DTC,21,0,TRUE,170
1621214,BBY,24,1,FALSE,174
1621241,DTC,22,0.5,FALSE,166
1623480,BBY,26,3.5,FALSE,165
1624525,DTC,17,0,FALSE,177
1625233,BBY,24,5.5,TRUE,172
1625397,BBY,21,0.5,TRUE,173
1626413,DTC,19,0.5,TRUE,147
1628962,DTC,24,3,TRUE,171
1631418,BBY,22,0,FALSE,181
1632937,BBY,22,4,TRUE,171
1635955,BBY,23,0.5,FALSE,168
1637737,BBY,27,1.5,FALSE,179
1637908,DTC,21,0.5,FALSE,170
1642753,BBY,23,7,FALSE,170
1643573,BBY,18,1.5,FALSE,168
1646857,BBY,27,3,TRUE,161
1649930,BBY,19,2.5,FALSE,169
1650009,DTC,24,0,FALSE,164
1650228,DTC,23,1,TRUE,191
1650341,DTC,28,4.5,TRUE,163
1652140,BBY,28,4.5,TRUE,165
1655266,DTC,25,0,FALSE,178
1662883,DTC,26,0,FALSE,172
1664504,DTC,24,1,TRUE,153
1671536,BBY,17,4.5,TRUE,181
1672102,BBY,31,10,TRUE,160
1672571,BBY,27,4.5,TRUE,165
1672674,DTC,20,1,TRUE,176
1672967,BBY,25,4,TRUE,165
1675699,DTC,24,3.5,TRUE,150
1676473,BBY,23,7,TRUE,178
1676581,BBY,24,1.5,TRUE,180
1677040,BBY,19,0,FALSE,199
1677156,BBY,28,0.5,TRUE,156
1677304,DTC,22,4.5,FALSE,184
1679119,DTC,20,1.5,FALSE,164
1679399,BBY,25,3,TRUE,196
1684244,DTC,24,4,TRUE,173
1686196,BBY,21,4,TRUE,173
1686961,BBY,28,7.5,FALSE,177
1690759,BBY,23,1,FALSE,164
1695471,BBY,25,6,FALSE,159
1696786,BBY,22,2,FALSE,169
1698701,BBY,26,5.5,FALSE,181
1702356,DTC,29,3,TRUE,167
1705220,BBY,28,3.5,FALSE,183
1705367,BBY,19,0,FALSE,171
1707502,BBY,23,0,TRUE,162
1708003,DTC,20,2,FALSE,153
1708718,BBY,24,1.5,TRUE,152
1709718,BBY,29,1.5,FALSE,177
1712839,DTC,24,3.5,TRUE,178
1713603,DTC,23,5,TRUE,170
1714485,DTC,27,3.5,FALSE,167
1715349,DTC,24,1.5,FALSE,178
1718153,BBY,23,0,FALSE,169
1721389,DTC,22,1.5,FALSE,177
1722349,BBY,27,6,FALSE,190
1722946,BBY,19,0,FALSE,182
1722975,BBY,27,5,FALSE,168
1724041,DTC,29,2.5,FALSE,170
1724433,BBY,23,2,FALSE,161
1724627,BBY,28,3,FALSE,183
1727186,DTC,27,5,FALSE,173
1729069,BBY,24,2,TRUE,165
1730668,DTC,30,3,TRUE,160
1730914,DTC,23,0,FALSE,165
1731140,BBY,31,5.5,FALSE,161
1731706,DTC,23,1.5,TRUE,170
1733345,DTC,18,0,TRUE,161
1735508,BBY,24,3,TRUE,178
1736531,BBY,17,1.5,TRUE,153
1740922,BBY,21,3.5,FALSE,192
1743330,BBY,23,0,TRUE,172
1744864,BBY,20,0.5,FALSE,160
1745808,DTC,22,0.5,FALSE,170
1751305,DTC,21,2.5,FALSE,174
1753799,BBY,26,4,FALSE,172
1754552,BBY,27,9,TRUE,166
1754736,DTC,23,3,FALSE,173
1759394,DTC,22,4,FALSE,176
1764229,DTC,21,0,FALSE,163
1766465,BBY,28,5.5,TRUE,186
1767914,DTC,21,0,FALSE,161
1768073,DTC,25,2.5,FALSE,171
1769096,BBY,25,0,FALSE,173
1769761,BBY,24,3.5,FALSE,161
1769881,BBY,21,3,FALSE,166
1774187,BBY,22,3,TRUE,168
1775142,BBY,21,1.5,FALSE,170
1780641,BBY,23,5,FALSE,167
1781781,DTC,24,3.5,FALSE,153
1782525,DTC,26,3,FALSE,161
1783818,BBY,23,2.5,FALSE,170
1784366,BBY,30,3.5,FALSE,182
1784966,BBY,27,5,TRUE,148
1785856,DTC,24,0.5,FALSE,181
1786132,BBY,23,1,FALSE,175
1786821,BBY,26,6.5,TRUE,155
1787455,BBY,30,4.5,TRUE,148
1790478,DTC,25,2.5,FALSE,178
1797069,DTC,17,0,TRUE,204
1798487,DTC,23,2.5,TRUE,171
1800048,BBY,20,0,FALSE,175
1804747,BBY,26,7,TRUE,158
1806943,DTC,23,0,FALSE,167
1813697,DTC,30,7,TRUE,166
1814104,DTC,26,3.5,FALSE,184
1817706,DTC,20,0.5,FALSE,183
1819120,BBY,21,0,FALSE,176
1823141,BBY,25,3,FALSE,185
1825427,BBY,25,1,TRUE,204
1826929,DTC,24,3.5,TRUE,203
1827165,DTC,23,0,TRUE,175
1827375,DTC,26,2,FALSE,173
1832832,BBY,20,0,TRUE,174
1836146,DTC,17,1,FALSE,178
1836985,DTC,23,1.5,TRUE,176
1841192,BBY,22,2,TRUE,159
1842549,BBY,23,5,TRUE,187
1843170,BBY,21,1.5,FALSE,188
1849552,BBY,31,7,FALSE,179
1849667,DTC,23,0.5,FALSE,166
1854729,DTC,26,4.5,FALSE,168
1854866,DTC,24,2,TRUE,192
1855416,BBY,27,10,FALSE,199
1857327,DTC,17,1,TRUE,183
1858496,DTC,24,7,FALSE,173
1859340,BBY,34,10,FALSE,165
1862209,BBY,22,0,TRUE,192
1864234,DTC,22,2.5,TRUE,172
1864409,BBY,26,3.5,TRUE,174
1865389,DTC,21,2.5,FALSE,168
1868629,BBY,31,8.5,TRUE,148
1873523,DTC,27,4,FALSE,170
1874506,BBY,21,3.5,FALSE,175
1875147,BBY,28,6.5,TRUE,146
1876048,DTC,23,1.5,FALSE,167
1879451,DTC,26,2,TRUE,196
1882957,DTC,24,3.5,FALSE,161
1884597,DTC,19,2.5,TRUE,181
1886205,BBY,25,1,FALSE,179
1886426,BBY,27,6.5,TRUE,158
1887000,BBY,21,0,FALSE,179
1887126,BBY,22,2,FALSE,168
1887940,BBY,21,2.5,FALSE,157
1887993,BBY,20,2,FALSE,152
1889568,BBY,19,1,FALSE,186
1890035,DTC,25,2.5,TRUE,170
1890450,DTC,25,3,FALSE,171
1891967,DTC,18,0,FALSE,185
1893315,DTC,20,0,TRUE,205
1894378,BBY,25,3,FALSE,195
1897664,BBY,27,4,FALSE,180
1898346,DTC,20,0,FALSE,165
1900091,BBY,23,3.5,TRUE,183
1900924,BBY,23,2,FALSE,163
1901902,BBY,26,8,FALSE,169
1902046,DTC,28,2.5,TRUE,183
1902789,BBY,31,8.5,TRUE,176
1903107,DTC,25,5,FALSE,164
1904390,DTC,21,2,FALSE,162
1904513,DTC,23,1,TRUE,153
1907430,BBY,21,0,TRUE,168
1907740,BBY,27,4,TRUE,178
1908217,DTC,22,3,FALSE,164
1909984,BBY,21,0,FALSE,167
1914195,DTC,23,2.5,FALSE,173
1917209,BBY,28,3.5,FALSE,169
1919100,DTC,18,0,FALSE,163
1919618,DTC,21,0.5,FALSE,195
1919680,BBY,23,2.5,TRUE,150
1919815,DTC,23,0,FALSE,183
1921172,BBY,20,0,TRUE,190
1923448,BBY,27,8.5,FALSE,160
1923589,BBY,22,3.5,FALSE,167
1926837,DTC,21,0,TRUE,175
1927475,DTC,26,7,TRUE,160
1927911,BBY,17,0.5,FALSE,169
1930144,DTC,24,0,FALSE,191
1930912,BBY,20,0,FALSE,206
1932600,DTC,20,2,FALSE,165
1933049,DTC,22,3.5,TRUE,156
1933115,BBY,22,3.5,TRUE,182
1936010,DTC,21,2.5,TRUE,174
1942015,DTC,26,0,FALSE,155
1942475,DTC,23,2.5,FALSE,171
1943088,BBY,26,1,TRUE,187
1947498,BBY,20,0,FALSE,153
1949549,BBY,25,2.5,FALSE,183
1952179,BBY,23,4,FALSE,183
1953309,BBY,21,0,TRUE,160
1953900,DTC,27,6,TRUE,161
1957875,DTC,24,4.5,TRUE,188
1959396,BBY,24,3.5,TRUE,183
1962014,BBY,21,0,TRUE,183
1962397,BBY,27,3.5,TRUE,187
1962844,BBY,22,0,TRUE,176
1963803,DTC,25,0.5,FALSE,170
1967073,BBY,27,7.5,FALSE,195
1969644,BBY,26,2.5,FALSE,174
1973440,BBY,29,6,TRUE,162
1973818,DTC,24,2,TRUE,160
1974222,DTC,26,1,FALSE,183
1974579,DTC,18,0,FALSE,166
1975689,DTC,24,2.5,TRUE,160
1979750,DTC,24,1.5,TRUE,188
1980949,BBY,21,2,TRUE,154
1981096,BBY,23,0.5,TRUE,191
1983888,DTC,21,4,FALSE,162
1984531,BBY,25,5.5,FALSE,177
1984602,BBY,18,0,FALSE,195
1985021,BBY,24,4.5,FALSE,182
1986884,BBY,17,0,TRUE,182
1987998,BBY,27,7,TRUE,194
1988441,BBY,19,2,FALSE,180
1992101,BBY,24,3.5,FALSE,194
1992316,BBY,21,1,FALSE,161
1995822,DTC,30,7,TRUE,194
